Combination,Fold,CV_PR_AUC,CV_ROC_AUC,model__class_weight,model__max_depth,model__max_features,model__min_samples_leaf,model__n_estimators
86,3,0.06751419018371932,0.5548694375986487,balanced_subsample,,sqrt,3,500
86,4,0.041738921094615786,0.48577407541550977,balanced_subsample,,sqrt,3,500
87,1,0.27334108630572773,0.6044508255563532,balanced_subsample,,sqrt,5,300
87,2,0.09290685016992856,0.5087294889826535,balanced_subsample,,sqrt,5,300
87,3,0.06185868061691906,0.5239664386785922,balanced_subsample,,sqrt,5,300
87,4,0.04320874399642708,0.4864179645056139,balanced_subsample,,sqrt,5,300
88,1,0.2725671806627433,0.6022617496654348,balanced_subsample,,sqrt,5,500
88,2,0.09165811259734527,0.5053164556962024,balanced_subsample,,sqrt,5,500
88,3,0.06587346683338724,0.5505496635560602,balanced_subsample,,sqrt,5,500
88,4,0.05595204545092656,0.525936657410761,balanced_subsample,,sqrt,5,500
89,1,0.27781328130016847,0.6111953063376849,balanced_subsample,,sqrt,10,300
89,2,0.09285914894909034,0.5118799812470699,balanced_subsample,,sqrt,10,300
89,3,0.06594494633184708,0.5454822363137928,balanced_subsample,,sqrt,10,300
89,4,0.04949925274181266,0.4954726548352046,balanced_subsample,,sqrt,10,300
90,1,0.2764679587375044,0.6098836333342196,balanced_subsample,,sqrt,10,500
90,2,0.09305864523122195,0.5125363338021566,balanced_subsample,,sqrt,10,500
90,3,0.06858414238818966,0.5624844238916733,balanced_subsample,,sqrt,10,500
90,4,0.050693169385118975,0.49792748199122705,balanced_subsample,,sqrt,10,500
91,1,0.26252754383577487,0.5868806111687184,balanced_subsample,,0.7,3,300
91,2,0.08612636151864642,0.47947491795593067,balanced_subsample,,0.7,3,300
91,3,0.06707698387169125,0.5410240079749675,balanced_subsample,,0.7,3,300
91,4,0.03372407263954409,0.4145438448227293,balanced_subsample,,0.7,3,300
92,1,0.26593600505215664,0.5938245016971985,balanced_subsample,,0.7,3,500
92,2,0.08697585425156076,0.486657290201594,balanced_subsample,,0.7,3,500
92,3,0.062382693254560334,0.5195635920582615,balanced_subsample,,0.7,3,500
92,4,0.03773776177057439,0.469918306571693,balanced_subsample,,0.7,3,500
93,1,0.2633347550863791,0.5947417865340813,balanced_subsample,,0.7,5,300
93,2,0.08439675102756827,0.4733802156586967,balanced_subsample,,0.7,5,300
93,3,0.07307708058398123,0.519978954946972,balanced_subsample,,0.7,5,300
93,4,0.03856157428471953,0.4802607750814923,balanced_subsample,,0.7,5,300
94,1,0.263330124659701,0.5934301135306161,balanced_subsample,,0.7,5,500
94,2,0.08430118005082354,0.47328645100796995,balanced_subsample,,0.7,5,500
94,3,0.06967100882072191,0.5214742613463297,balanced_subsample,,0.7,5,500
94,4,0.041055639454899914,0.5050102619823735,balanced_subsample,,0.7,5,500
95,1,0.2674588441074951,0.5941435572926359,balanced_subsample,,0.7,10,300
95,2,0.08035177366528126,0.4480075011720581,balanced_subsample,,0.7,10,300
95,3,0.06310516641167037,0.48566998033948994,balanced_subsample,,0.7,10,300
95,4,0.04120205471059568,0.501066441305485,balanced_subsample,,0.7,10,300
96,1,0.2698886250437711,0.5972188987264365,balanced_subsample,,0.7,10,500
96,2,0.08061350123002262,0.4503141115799344,balanced_subsample,,0.7,10,500
96,3,0.05919884794642903,0.4708830615013984,balanced_subsample,,0.7,10,500
96,4,0.03931953112322211,0.4846070264396958,balanced_subsample,,0.7,10,500
